Date,Open,High,Low,Close,Adj Close,Volume
2010-06-21,21.573000,23.048000,21.271999,22.334000,19.287836,53737000
2010-06-22,22.334000,22.698000,22.058001,22.094000,19.080568,22197000
2010-06-23,22.176001,22.226000,21.546000,21.985001,18.986435,13795000
2010-06-24,21.775000,22.100000,21.336000,21.489000,18.558084,12283000
2010-06-25,21.466999,21.839001,21.118000,21.839001,18.860348,18498000
2010-06-28,21.799999,21.908001,21.113001,21.152000,18.267052,12425000
2010-06-29,21.000000,21.000000,20.115000,20.299000,17.530390,17984000
2010-06-30,20.332001,20.566000,19.943001,19.952999,17.231581,27037000
2010-07-01,19.955000,20.447001,19.471001,20.270000,17.637945,17029000
2010-07-02,20.486000,20.489000,20.070000,20.277000,17.644033,8444000
2010-07-06,20.399000,20.600000,19.806000,20.003000,17.405611,16346000
2010-07-07,20.056999,20.757000,20.056999,20.757000,18.061701,12675000
2010-07-08,20.818001,21.000000,20.667000,20.966999,18.244436,9491000
2010-07-09,21.077999,21.552000,20.855000,21.552000,18.753473,11867000
2010-07-12,21.302999,21.584999,21.129999,21.367001,18.592499,7162000
2010-07-13,21.639999,21.688000,21.080000,21.462999,18.676029,16830000
2010-07-14,21.500000,21.599001,21.214001,21.316999,18.548996,8180000
2010-07-15,21.406000,21.406000,20.863001,21.181000,18.430649,8167000
2010-07-16,20.643999,20.681999,19.722000,19.722000,17.161102,28878000
2010-07-19,19.766001,19.948000,19.407000,19.583000,17.040150,23196000
2010-07-20,19.299999,20.538000,19.299999,20.530001,17.864183,17403000
2010-07-21,20.698000,20.787001,20.129000,20.150000,17.533522,11656000
2010-07-22,20.493999,20.930000,20.350000,20.840000,18.133930,9643000
2010-07-23,20.820000,21.327000,20.768999,21.294001,18.528984,9821000
2010-07-26,21.365000,21.705000,21.139999,21.283001,18.519403,9821000
2010-07-27,21.455000,21.556000,21.239000,21.423000,18.641226,7514000
2010-07-28,21.273001,21.490000,21.009001,21.009001,18.280985,8818000
2010-07-29,21.011999,21.174000,20.450001,20.837000,18.131321,14649000
2010-07-30,20.551001,21.041000,20.551001,21.004000,18.276634,7863000
2010-08-02,20.747999,20.812000,20.118000,20.252001,17.622282,29181000
2010-08-03,19.857000,20.459999,19.799999,20.091000,17.482182,31650000
2010-08-04,20.259001,20.539000,20.000999,20.530001,17.864183,17868000
2010-08-05,20.393999,20.539000,20.107000,20.163000,17.544842,18692000
2010-08-06,20.000000,20.799999,20.000000,20.742001,18.048656,18455000
2010-08-09,20.959999,21.507000,20.816000,21.489000,18.698656,19632000
2010-08-10,21.375000,21.740999,21.170000,21.635000,18.825701,16622000
2010-08-11,21.252001,21.466000,20.966000,20.966000,18.243567,16610000
2010-08-12,20.820000,21.333000,20.700001,21.183001,18.432388,11462000
2010-08-13,21.284000,21.299999,21.039000,21.063999,18.328842,8246000
2010-08-16,20.919001,21.233999,20.802000,21.044001,18.311440,6006000
2010-08-17,21.125000,21.499001,21.062000,21.403000,18.623825,7613000
2010-08-18,21.500000,21.514000,21.219000,21.285999,18.522020,5574000
2010-08-19,21.274000,21.396000,20.860001,20.889000,18.176571,8567000
2010-08-20,20.827000,21.039000,20.481001,20.636999,17.957287,7899000
2010-08-23,20.833000,20.854000,20.468000,20.518999,17.854610,6293000
2010-08-24,20.365999,20.527000,20.219000,20.250999,17.621403,15151000
2010-08-25,20.142000,20.766001,20.106001,20.611000,17.934664,8058000
2010-08-26,20.700001,20.818001,20.287001,20.316999,17.678839,6801000
2010-08-27,20.421000,20.662001,20.150000,20.662001,17.979044,5447000
2010-08-30,20.764999,20.764999,20.232000,20.270000,17.637945,4973000
2010-08-31,20.200001,20.242001,19.705999,19.836000,17.260302,18184000
2010-09-01,20.099001,20.296000,19.950001,20.108000,17.496983,13209000
2010-09-02,20.264000,20.473000,20.112000,20.473000,17.814579,8231000
2010-09-03,20.650000,20.749001,20.547001,20.698000,18.010368,6988000
2010-09-07,20.465000,20.593000,20.000999,20.052000,17.448250,10815000
2010-09-08,19.952000,20.170000,19.431999,19.440001,16.915716,21383000
2010-09-09,19.701000,19.708000,19.120001,19.198000,16.705143,21207000
2010-09-10,19.273001,19.827999,19.246000,19.813999,17.241156,14930000
2010-09-13,19.667000,19.670000,19.100000,19.302999,16.796511,39157000
2010-09-14,19.336000,20.125000,19.323999,19.975000,17.381250,22223000
2010-09-15,20.416000,21.302999,20.414000,21.018000,18.288815,45712000
2010-09-16,21.070000,21.337999,20.825001,21.028999,18.298389,21782000
2010-09-17,21.150000,21.434999,20.996000,21.367001,18.592499,18033000
2010-09-20,21.400000,21.871000,21.152000,21.871000,19.031057,17232000
2010-09-21,21.837000,21.944000,21.469000,21.698999,18.881393,17864000
2010-09-22,21.625000,21.989000,21.412001,21.903000,19.058895,13085000
2010-09-23,21.712000,22.318001,21.712000,21.943001,19.093710,18314000
2010-09-24,22.129999,22.299999,21.959999,22.157000,19.279915,11947000
2010-09-27,22.100000,22.450001,22.080999,22.237000,19.349529,9131000
2010-09-28,22.261999,22.340000,22.035000,22.299999,19.404348,9990000
2010-09-29,22.236000,22.412001,22.155001,22.263000,19.372152,11578000
2010-09-30,22.381001,22.629999,22.275999,22.400000,19.491362,12062000
2010-10-01,22.500000,22.600000,22.270000,22.478001,19.559238,9572000
2010-10-04,22.558001,22.716000,21.900000,22.264000,19.373020,14600000
2010-10-05,22.601999,22.799000,22.427000,22.590000,19.656689,12251000
2010-10-06,22.594999,22.594999,22.174000,22.330000,19.430456,8055000
2010-10-07,22.466999,22.500000,22.076000,22.086000,19.348103,5982000
2010-10-08,22.111000,22.305000,21.930000,22.259001,19.499660,8618000
2010-10-11,22.231001,22.423000,22.110001,22.285999,19.523314,4560000
2010-10-12,22.164000,22.266001,22.000000,22.212999,19.459364,6982000
2010-10-13,22.299999,23.141001,22.282000,23.089001,20.226768,18800000
2010-10-14,23.082001,23.434999,22.926001,23.266001,20.381830,19475000
2010-10-15,23.368000,23.563999,23.103001,23.370001,20.472935,10996000
2010-10-18,23.490000,23.684000,23.422001,23.545000,20.626245,8128000
2010-10-19,23.361000,24.056000,23.250000,23.705000,20.766409,15936000
2010-10-20,23.714001,24.160000,23.483999,24.052000,21.070389,9217000
2010-10-21,24.044001,24.625000,24.044001,24.319000,21.304287,11449000
2010-10-22,24.400000,24.523001,24.110001,24.264000,21.256109,6182000
2010-10-25,24.410000,24.850000,24.327999,24.514999,21.475994,9933000
2010-10-26,24.500000,24.594999,24.268000,24.351999,21.333199,9054000
2010-10-27,24.259001,24.622000,24.259001,24.576000,21.529432,9034000
2010-10-28,24.490999,24.490999,23.742001,23.952000,20.982788,13105000
2010-10-29,23.995001,24.349001,23.930000,24.006001,21.030094,8065000
2010-11-01,24.261000,24.295000,23.823000,23.899000,20.936352,8713000
2010-11-02,24.750000,24.829000,24.318001,24.598000,21.548702,18490000
2010-11-03,24.670000,25.200001,24.650000,25.183001,22.061186,15721000
2010-11-04,25.250000,25.497999,25.129999,25.489000,22.329256,11751000
2010-11-05,25.649000,25.688999,25.365999,25.629000,22.451902,10195000
2010-11-08,25.500000,25.587999,25.125000,25.275999,22.142658,8045000
2010-11-09,25.312000,25.379999,25.066000,25.152000,22.034029,6244000
2010-11-10,25.201000,25.400000,25.090000,25.357000,22.213621,5776000
2010-11-11,25.207001,25.487000,25.141001,25.207001,22.082209,4812000
2010-11-12,25.002001,25.100000,24.261000,24.316999,21.302542,11052000
2010-11-15,24.282000,24.749001,23.973000,24.292999,21.281517,8058000
2010-11-16,24.070000,24.070000,23.271999,23.306000,20.416870,14991000
2010-11-17,23.374001,23.905001,23.291000,23.457001,20.549154,10875000
2010-11-18,23.806999,24.360001,23.670000,24.249001,21.242968,10571000
2010-11-19,24.423000,24.499001,24.174999,24.388000,21.364744,9330000
2010-11-22,24.252001,24.416000,24.100000,24.341000,21.323566,6292000
2010-11-23,24.152000,24.236000,23.548000,23.565001,20.643766,11405000
2010-11-24,23.650000,24.086000,23.650000,23.778999,20.831232,9015000
2010-11-26,23.694000,23.694000,23.299999,23.514999,20.599962,7351000
2010-11-29,23.490000,23.606001,23.000999,23.556000,20.635874,8736000
2010-11-30,23.379999,23.857000,23.301001,23.702999,20.764656,15648000
2010-12-01,24.191999,25.000000,24.066000,24.819000,21.742304,14105000
2010-12-02,24.809999,24.919001,24.528000,24.919001,21.829914,10802000
2010-12-03,24.799000,24.938999,24.518000,24.908001,21.820280,7642000
2010-12-06,24.725000,25.360001,24.725000,25.316000,22.177694,7605000
2010-12-07,25.451000,25.566000,24.650999,24.677999,21.618793,8389000
2010-12-08,24.669001,25.075001,24.618000,25.063999,21.956934,8361000
2010-12-09,25.049000,25.414000,24.680000,25.122000,22.007746,7740000
2010-12-10,25.153000,25.476000,25.033001,25.476000,22.317863,8104000
2010-12-13,25.458000,26.072001,25.254999,25.934999,22.719959,13835000
2010-12-14,25.955000,26.000000,25.370001,25.412001,22.261797,7172000
2010-12-15,25.497000,25.600000,24.790001,24.922001,21.832542,12579000
2010-12-16,25.000000,25.400999,21.830000,22.349001,19.578503,90628000
2010-12-17,22.417999,22.521999,21.500000,22.125999,19.383142,63476000
2010-12-20,22.129999,22.489000,22.101000,22.354000,19.582886,27406000
2010-12-21,22.480000,22.600000,21.851000,21.978001,19.253498,32115000
2010-12-22,21.959999,22.146999,21.542000,21.740000,19.044996,24424000
2010-12-23,21.729000,21.847000,21.674000,21.830000,19.123840,12985000
2010-12-27,21.830000,22.518000,21.754000,22.465000,19.680120,14670000
2010-12-28,22.500999,22.674999,22.309000,22.452000,19.668737,9294000
2010-12-29,22.440001,22.613001,22.370001,22.546000,19.751081,6478000
2010-12-30,22.500000,22.600000,22.354000,22.372000,19.598652,7649000
2010-12-31,22.353001,22.568001,22.305000,22.410999,19.632818,3826000
2011-01-03,22.643999,22.648001,21.933001,22.084999,19.347233,19272000
2011-01-04,22.122999,22.370001,22.087999,22.370001,19.596897,13638000
2011-01-05,22.370001,23.183001,22.368999,23.028999,20.174212,27856000
2011-01-06,23.159000,23.264999,22.809999,23.112000,20.379663,15872000
2011-01-07,23.114000,23.348000,22.903999,23.108999,20.377014,13989000
2011-01-10,23.135000,23.215000,22.910999,23.020000,20.298542,10565000
2011-01-11,23.120001,23.200001,22.839001,22.940001,20.227995,8972000
2011-01-12,23.059999,23.283001,22.973000,23.283001,20.530445,10265000
2011-01-13,23.284000,23.351000,23.129000,23.351000,20.590405,7222000
2011-01-14,23.368999,23.691000,23.330000,23.691000,20.890213,10951000
2011-01-18,23.622000,23.898001,23.622000,23.763000,20.953701,6672000
2011-01-19,23.672001,23.749001,23.525999,23.535999,20.753529,12053000
2011-01-20,23.374001,23.884001,22.802999,23.510000,20.730614,29098000
2011-01-21,23.700001,23.700001,23.332001,23.353001,20.592173,7896000
2011-01-24,23.354000,23.980000,23.346001,23.900000,21.074497,10130000
2011-01-25,23.899000,24.193001,23.518000,24.153999,21.298475,13369000
2011-01-26,24.360001,24.360001,23.801001,24.018000,21.178551,6900000
2011-01-27,24.058001,24.124001,23.797001,23.910999,21.084200,5775000
2011-01-28,23.916000,24.052000,23.457001,23.487000,20.710329,6191000
2011-01-31,23.400000,23.657000,23.274000,23.650999,20.854937,6239000
2011-02-01,23.031000,24.188000,23.031000,23.815001,20.999550,9623000
2011-02-02,23.846001,24.236000,23.816999,23.938999,21.108889,10310000
2011-02-03,23.900000,24.797001,23.705000,24.539000,21.637957,18662000
2011-02-04,24.580000,24.943001,24.400000,24.724001,21.801090,7830000
2011-02-07,24.726999,25.136999,24.726999,24.997999,22.042700,6289000
2011-02-08,25.198999,25.198999,24.836000,24.961000,22.010071,5801000
2011-02-09,24.854000,25.160999,24.750000,24.850000,21.912191,6012000
2011-02-10,24.747000,25.299999,24.747000,25.212999,22.232275,7186000
2011-02-11,25.075001,25.483999,25.042999,25.349001,22.352201,5565000
2011-02-14,25.254000,25.872999,25.254000,25.496000,22.481823,11144000
2011-02-15,25.521000,25.656000,25.400999,25.610001,22.582340,6887000
2011-02-16,25.684999,25.882999,25.378000,25.438000,22.430672,8418000
2011-02-17,25.035999,25.400000,24.861000,25.181999,22.204943,14951000
2011-02-18,25.200001,25.318001,24.966000,25.073999,22.109713,8877000
2011-02-22,24.531000,25.052999,24.414000,24.738001,21.813433,6916000
2011-02-23,24.738001,24.930000,24.409000,24.412001,21.525972,8440000
2011-02-24,24.500000,24.655001,24.296000,24.417999,21.531269,9580000
2011-02-25,24.670000,24.934000,24.500999,24.671000,21.754354,9826000
2011-02-28,24.757999,24.785000,24.042000,24.056000,21.212061,13373000
2011-03-01,24.250999,24.698999,24.035999,24.035999,21.194426,12126000
2011-03-02,24.110001,24.695000,24.040001,24.618000,21.707619,7798000
2011-03-03,24.694000,25.170000,24.672001,25.165001,22.189947,10239000
2011-03-04,24.990000,25.177999,24.857000,24.975000,22.022409,6887000
2011-03-07,24.990999,25.289000,24.645000,24.726999,21.803738,7923000
2011-03-08,24.722000,25.156000,24.500000,24.900000,21.956280,8048000
2011-03-09,24.870001,25.184999,24.742001,24.798000,21.866341,8961000
2011-03-10,24.747999,24.747999,24.211000,24.356001,21.476595,10315000
2011-03-11,24.202000,24.900000,24.202000,24.841999,21.905138,5006000
2011-03-14,24.719999,24.959000,24.622999,24.884001,21.942173,7354000
2011-03-15,24.301001,24.658001,24.187000,24.465000,21.572712,9512000
2011-03-16,24.405001,24.843000,24.388000,24.430000,21.541845,9587000
2011-03-17,24.655001,24.900000,24.229000,24.375999,21.494228,6941000
2011-03-18,24.452999,24.625999,24.139999,24.167999,21.310822,9169000
2011-03-21,24.333000,24.799999,24.333000,24.796000,21.864574,7056000
2011-03-22,24.757999,24.930000,24.639000,24.676001,21.758762,8083000
2011-03-23,24.663000,24.836000,24.573999,24.686001,21.767582,6606000
2011-03-24,24.773001,25.309999,24.551001,25.231001,22.248156,8619000
2011-03-25,25.202000,25.330000,24.736000,24.770000,21.841652,11570000
2011-03-28,25.076000,25.427999,24.783001,25.237000,22.253441,13286000
2011-03-29,25.138000,25.291000,24.941999,25.171000,22.195240,7479000
2011-03-30,25.655001,26.238001,25.219999,25.365999,22.367189,19207000
2011-03-31,25.308001,25.573999,25.113001,25.172001,22.196123,8263000
2011-04-01,25.201000,25.513000,25.194000,25.355000,22.357491,7964000
2011-04-04,25.490999,26.132999,25.486000,26.125000,23.036459,9017000
2011-04-05,26.003000,26.458000,25.940001,26.292999,23.184597,14002000
2011-04-06,26.389000,26.559000,26.191000,26.548000,23.543770,9952000
2011-04-07,26.549999,26.599001,26.284000,26.517000,23.516275,7454000
2011-04-08,26.698999,26.700001,26.299999,26.306000,23.329149,8661000
2011-04-11,26.288000,26.745001,26.216000,26.660999,23.643980,7560000
2011-04-12,26.055000,26.728001,26.055000,26.296000,23.320288,9672000
2011-04-13,26.504000,26.996000,26.447001,26.976000,23.923332,12726000
2011-04-14,26.802999,26.992001,26.702000,26.886999,23.844400,6235000
2011-04-15,26.900999,26.947001,26.419001,26.757999,23.730000,12410000
2011-04-18,26.649000,26.652000,26.348000,26.504999,23.505636,6748000
2011-04-19,26.586000,26.886999,26.549000,26.705999,23.683886,5973000
2011-04-20,26.930000,27.375000,26.854000,27.002001,23.946394,7363000
2011-04-21,27.000000,27.334999,26.895000,27.327999,24.235498,7145000
2011-04-25,27.327999,27.400000,27.069000,27.143000,24.071432,5667000
2011-04-26,27.112000,27.809999,27.112000,27.636000,24.508648,6497000
2011-04-27,27.606001,27.625000,27.160000,27.535999,24.419966,5516000
2011-04-28,27.533001,27.584000,27.402000,27.469999,24.361437,4601000
2011-04-29,27.469999,27.589001,27.344999,27.589001,24.466967,7510000
2011-05-02,27.697001,28.000000,27.497999,27.528999,24.413754,8273000
2011-05-03,28.200001,28.680000,28.025999,28.238001,25.042522,14846000
2011-05-04,27.965000,28.313000,27.823000,28.239000,25.043409,10899000
2011-05-05,28.054001,28.198000,27.306999,27.450001,24.343691,10772000
2011-05-06,27.502001,27.770000,27.386999,27.424999,24.321524,6294000
2011-05-09,27.452000,27.929001,27.311001,27.877001,24.722380,5102000
2011-05-10,27.999001,28.164000,27.889000,28.110001,24.929010,5248000
2011-05-11,28.100000,28.200001,27.705999,27.813000,24.665615,6754000
2011-05-12,27.707001,28.275000,27.670000,28.209999,25.017683,7240000
2011-05-13,28.226999,28.274000,27.945999,28.000000,24.831453,5834000
2011-05-16,27.820999,28.219999,27.680000,27.915001,24.756071,6069000
2011-05-17,28.024000,28.219999,27.650999,28.205000,25.013260,11190000
2011-05-18,28.002001,28.292999,27.792000,28.135000,24.951178,7085000
2011-05-19,28.246000,28.475000,28.100000,28.406000,25.191517,6320000
2011-05-20,28.476999,28.476999,27.732000,27.757000,24.615953,9856000
2011-05-23,27.450001,27.556000,26.988001,27.195999,24.118439,9176000
2011-05-24,27.316000,27.320000,26.841000,27.009001,23.952599,7887000
2011-05-25,26.805000,27.552999,26.799999,27.448000,24.341925,9383000
2011-05-26,27.400000,28.363001,27.250000,28.209999,25.017683,14866000
2011-05-27,28.219000,28.632000,28.153000,28.524000,25.296160,11587000
2011-05-31,28.677999,28.857000,28.545000,28.705000,25.456678,9573000
2011-06-01,28.660000,28.775999,28.066000,28.066000,24.889986,8658000
2011-06-02,28.069000,28.580999,27.950001,28.275000,25.075338,8623000
2011-06-03,27.900999,28.268000,27.551001,27.705999,24.570724,7016000
2011-06-06,27.676001,27.773001,27.105000,27.191999,24.114895,9254000
2011-06-07,27.301001,27.715000,27.301001,27.420000,24.317091,10541000
2011-06-08,27.257000,27.264000,25.834000,27.000000,23.944614,30792000
2011-06-09,26.851999,27.308001,26.815001,27.170000,24.095377,8317000
2011-06-10,27.039000,27.160999,26.514000,26.702999,23.681231,10220000
2011-06-13,26.702000,26.917000,26.629000,26.742001,23.715811,9258000
2011-06-14,26.900000,27.496000,26.854000,27.412001,24.309999,8926000
2011-06-15,27.108000,27.568001,27.047001,27.047001,23.986301,10766000
2011-06-16,27.047001,27.047001,26.514999,26.667999,23.650185,8746000
2011-06-17,26.826000,27.240000,26.487000,26.608999,23.597870,12558000
2011-06-20,26.599001,27.066000,26.537001,26.995001,23.940186,6104000
2011-06-21,27.108000,27.544001,27.011999,27.403000,24.302015,6106000
2011-06-22,27.306999,27.629999,27.114000,27.114000,24.045719,5425000
2011-06-23,26.889999,27.313000,26.709999,27.313000,24.222202,6659000
2011-06-24,27.299999,27.420000,27.035000,27.420000,24.317091,12495000
2011-06-27,27.308001,27.413000,27.040001,27.260000,24.175196,8099000
2011-06-28,27.476000,27.900000,27.393999,27.823000,24.674488,10349000
2011-06-29,27.885000,30.981001,27.523001,30.969999,27.465363,44579000
2011-06-30,30.677999,30.975000,29.958000,30.134001,26.723970,37687000
2011-07-01,30.048000,31.563999,29.959999,31.447001,27.888382,24158000
2011-07-05,31.242001,31.773001,31.200001,31.596001,28.020531,10387000
2011-07-06,31.490999,31.728001,31.202999,31.290001,27.881517,10999000
2011-07-07,31.246000,32.228001,31.246000,31.902000,28.426849,21592000
2011-07-08,31.406000,31.743999,31.313999,31.528999,28.094486,10455000
2011-07-11,31.319000,31.334999,30.700001,30.746000,27.396776,10621000
2011-07-12,30.816999,30.950001,30.372999,30.391001,27.080448,13843000
2011-07-13,30.594999,30.995001,30.570000,30.589001,27.256880,12417000
2011-07-14,30.451000,31.100000,30.451000,30.568001,27.238169,9649000
2011-07-15,30.657000,30.930000,30.542999,30.754999,27.404793,10013000
2011-07-18,30.664000,30.947001,30.395000,30.754999,27.404793,11773000
2011-07-19,30.934999,31.277000,30.837000,31.139000,27.746971,10771000
2011-07-20,31.249001,31.278000,30.650999,30.827000,27.468954,5922000
2011-07-21,30.993999,31.493000,30.858999,31.052000,27.669441,8257000
2011-07-22,31.070999,31.570999,30.902000,31.414000,27.992012,6793000
2011-07-25,31.027000,31.871000,30.968000,31.635000,28.188938,7013000
2011-07-26,31.636000,31.865000,31.237000,31.275999,27.869040,5409000
2011-07-27,31.138000,31.350000,30.298000,30.309000,27.007380,10670000
2011-07-28,30.393000,31.212000,30.271000,30.690001,27.346880,11385000
2011-07-29,30.205000,30.686001,29.959999,30.325001,27.021641,8973000
2011-08-01,30.823999,31.165001,30.101999,30.412001,27.099163,7046000
2011-08-02,30.292000,30.941000,29.849001,29.849001,26.597488,11625000
2011-08-03,31.221001,34.042000,31.153999,33.847000,30.159977,51905000
2011-08-04,33.382999,33.561001,32.259998,32.259998,28.745852,24544000
2011-08-05,32.876999,33.094002,31.334000,32.653999,29.096931,23768000
2011-08-08,31.487000,32.230000,29.167000,29.195999,26.015623,28694000
2011-08-09,29.992001,32.280998,29.454000,32.280998,28.764563,26779000
2011-08-10,31.400999,32.119999,30.361000,30.371000,27.062626,29809000
2011-08-11,30.923000,33.000000,30.590000,32.738998,29.172668,25496000
2011-08-12,32.900002,33.271999,31.818001,32.806999,29.233265,12999000
2011-08-15,33.102001,33.849998,32.605999,33.500000,29.850779,14919000
2011-08-16,33.382000,33.799999,32.845001,33.500000,29.850779,14729000
2011-08-17,33.712002,33.754002,32.310001,32.622002,29.068424,14693000
2011-08-18,31.754000,32.000000,30.271000,30.490999,27.169554,21241000
2011-08-19,30.129000,31.030001,30.000000,30.016001,26.746302,15611000
2011-08-22,30.794001,30.870001,30.139999,30.600000,27.266680,10295000
2011-08-23,30.872999,32.249001,30.426001,32.238998,28.727142,10723000
2011-08-24,32.230999,32.980999,31.895000,32.520000,28.977537,11707000
2011-08-25,32.610001,32.949001,32.096001,32.285999,28.769022,8263000
2011-08-26,32.083000,32.701000,31.337000,32.533001,28.989120,10520000
2011-08-29,32.946999,33.395000,32.181999,32.737000,29.170887,15119000
2011-08-30,32.533001,33.180000,32.101002,32.973000,29.381184,11211000
2011-08-31,33.293999,33.575001,32.612999,32.971001,29.379400,10337000
2011-09-01,33.013000,33.516998,32.848999,33.006001,29.410597,10556000
2011-09-02,32.264999,32.661999,32.005001,32.068001,28.574774,8722000
2011-09-06,31.308001,32.332001,31.152000,32.299999,28.781496,12269000
2011-09-07,32.813999,33.933998,32.734001,33.910000,30.216122,16441000
2011-09-08,33.724998,34.513000,33.537998,33.791000,30.110079,16012000
2011-09-09,33.618000,33.761002,32.188000,32.202000,28.694176,17671000
2011-09-12,31.995001,32.549000,31.469999,32.203999,28.695959,15418000
2011-09-13,32.236000,32.889000,32.005001,32.886002,29.303659,10394000
2011-09-14,33.002998,33.866001,32.639000,33.723000,30.049484,17896000
2011-09-15,33.875000,34.956001,33.053001,34.793999,31.003819,22126000
2011-09-16,34.983002,35.200001,33.819000,34.695000,30.915604,52441000
2011-09-19,34.154999,35.200001,33.893002,34.798000,31.007381,16494000
2011-09-20,34.830002,36.194000,34.830002,35.377998,31.524204,22902000
2011-09-21,35.456001,35.647999,34.092999,34.097000,30.382748,14182000
2011-09-22,33.203999,33.801998,32.323002,33.096001,29.490789,22186000
2011-09-23,33.007999,33.813999,32.821999,33.702999,30.031664,12941000
2011-09-26,33.984001,34.396000,33.112999,33.439999,29.797319,15891000
2011-09-27,33.908001,34.199001,33.347000,33.811001,30.127901,12272000
2011-09-28,33.806000,34.000000,32.915001,32.981998,29.389202,10268000
2011-09-29,33.638000,33.778999,32.146999,32.837002,29.260000,10228000
2011-09-30,32.402000,32.423000,31.247999,31.716000,28.261112,17195000
2011-10-03,31.450001,32.400002,31.010000,31.087999,27.701523,14377000
2011-10-04,30.797001,30.867001,29.301001,30.766001,27.414600,27000000
2011-10-05,30.802999,31.378000,30.228001,31.333000,28.056631,16059000
2011-10-06,31.250999,31.891001,30.921000,31.625999,28.318989,13364000
2011-10-07,31.753000,31.924999,30.929001,31.146000,27.889177,12340000
2011-10-10,31.552999,32.582001,31.552999,32.581001,29.174126,9527000
2011-10-11,32.312000,33.317001,32.200001,32.951000,29.505436,10954000
2011-10-12,33.441002,33.737000,32.709999,32.799000,29.369335,14183000
2011-10-13,32.709999,33.915001,32.654999,33.598999,30.085674,12993000
2011-10-14,33.830002,34.492001,33.731998,34.158001,30.586229,8943000
2011-10-17,34.084000,34.216000,33.377998,33.512001,30.007774,9065000
2011-10-18,33.561001,34.147999,33.116001,33.988998,30.434896,10625000
2011-10-19,34.000000,34.011002,32.361000,32.376999,28.991459,12912000
2011-10-20,32.646999,32.937000,32.249001,32.568001,29.162487,12506000
2011-10-21,32.973000,33.361000,32.660000,33.340000,29.853769,10032000
2011-10-24,33.279999,34.110001,33.279999,34.069000,30.506536,8156000
2011-10-25,33.813000,33.983002,32.700001,32.750999,29.326349,8323000
2011-10-26,33.259998,33.298000,32.458000,32.905998,29.465147,10964000
2011-10-27,33.601002,34.959000,33.118999,34.915001,31.264072,16934000
2011-10-28,34.658001,35.500000,34.617001,35.458000,31.750296,9729000
2011-10-31,35.115002,35.599998,34.609001,34.723999,31.093048,9254000
2011-11-01,33.674000,34.099998,33.335999,33.430000,29.934355,12690000
2011-11-02,36.105000,36.480000,35.143002,35.765999,32.026089,30756000
2011-11-03,35.535000,36.799000,35.500999,36.659000,32.825706,14512000
2011-11-04,36.484001,36.898998,35.910000,36.008999,32.243683,12421000
2011-11-07,36.196999,36.595001,35.874001,36.591000,32.764805,10310000
2011-11-08,36.812000,36.898998,36.305000,36.806999,32.958221,9154000
2011-11-09,36.168999,36.644001,35.743999,35.743999,32.006386,11119000
2011-11-10,36.221001,36.271000,35.536999,36.011002,32.245464,6778000
2011-11-11,36.256001,37.036999,36.254002,37.014999,33.144478,10283000
